ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_1676868	1.70e-01	3.09e-02	2.233319	-3.980666	0.87845	RAB37
ILMN_1742307	1.70e-01	3.09e-02	-2.23308	-3.981138	-0.6809708	MEST
ILMN_3250321	1.70e-01	3.09e-02	2.232679	-3.981928	0.6025208	PTP4A3
ILMN_1765522	1.70e-01	3.09e-02	2.232631	-3.982022	0.8655667	PPM1G
ILMN_1765644	1.70e-01	3.10e-02	-2.231884	-3.983495	-0.7449125	COMMD8
ILMN_2257665	1.70e-01	3.10e-02	-2.231841	-3.983579	-0.7635917	PARL
ILMN_1773623	1.70e-01	3.10e-02	2.231659	-3.983937	1.0578875	HSD17B1
ILMN_2124769	1.70e-01	3.10e-02	2.231379	-3.984489	0.7683208	YBX1
ILMN_1709399	1.71e-01	3.10e-02	-2.230857	-3.985517	-1.0863042	SLC25A34
ILMN_2181540	1.71e-01	3.11e-02	-2.230632	-3.985962	-1.0497125	YY1
ILMN_2370910	1.71e-01	3.11e-02	2.230598	-3.986029	0.6368125	RAD51L3
ILMN_1757785	1.71e-01	3.11e-02	2.230444	-3.986331	0.8534833	GIMAP6
ILMN_2368575	1.71e-01	3.11e-02	2.23042	-3.986378	0.7089292	GIYD1
ILMN_1800975	1.71e-01	3.11e-02	-2.230102	-3.987005	-0.8212833	PSME3
ILMN_2295918	1.71e-01	3.11e-02	2.229513	-3.988164	0.6205583	PCNXL2
ILMN_1679262	1.71e-01	3.12e-02	2.229061	-3.989055	1.3440875	DPYSL3
ILMN_3240438	1.71e-01	3.12e-02	-2.228801	-3.989566	-0.6278458	LOC100132832
ILMN_2392286	1.71e-01	3.12e-02	2.228783	-3.989601	0.5984125	IP6K1
ILMN_1813763	1.71e-01	3.12e-02	-2.228771	-3.989626	-0.8776333	SLC20A2
ILMN_1752065	1.71e-01	3.12e-02	2.228768	-3.989631	1.3178292	NLF2
ILMN_2398261	1.71e-01	3.12e-02	2.228752	-3.989663	1.17535	FGFR1
ILMN_1675053	1.71e-01	3.12e-02	2.228705	-3.989754	1.04915	SYNM
ILMN_1745788	1.71e-01	3.12e-02	2.228186	-3.990777	0.8468417	CX3CR1
ILMN_1673936	1.71e-01	3.13e-02	2.227565	-3.991999	0.68775	KHSRP
ILMN_1681283	1.71e-01	3.13e-02	2.22743	-3.992264	0.9727	HIF1A
ILMN_1706342	1.71e-01	3.13e-02	-2.227276	-3.992568	-1.060225	ZNF746
ILMN_2065022	1.71e-01	3.13e-02	-2.227121	-3.992873	-0.9694917	KIAA0672
ILMN_1711828	1.71e-01	3.13e-02	-2.226975	-3.99316	-0.8809417	ANKRD10
ILMN_1715927	1.72e-01	3.14e-02	2.226518	-3.994058	0.7132917	VSTM2L
ILMN_1786125	1.72e-01	3.14e-02	-2.226476	-3.99414	-0.9588625	CCNA2
ILMN_1793832	1.72e-01	3.14e-02	2.226252	-3.994581	0.6923417	GRB14
ILMN_3236637	1.72e-01	3.14e-02	2.226057	-3.994966	0.8527333	PIP4K2A
ILMN_2300664	1.72e-01	3.14e-02	-2.22586	-3.995353	-0.8138833	CACNA1I
ILMN_3307854	1.72e-01	3.14e-02	2.225839	-3.995393	0.6352542	PART1
ILMN_1676842	1.72e-01	3.14e-02	-2.225466	-3.996128	-1.0203292	BTAF1
ILMN_2349771	1.72e-01	3.14e-02	2.225313	-3.996428	0.6111583	FCN3
ILMN_1654065	1.72e-01	3.14e-02	2.225223	-3.996604	0.8500833	ATOH8
ILMN_1738333	1.72e-01	3.15e-02	2.225005	-3.997034	0.6903375	CCDC50
ILMN_2092160	1.72e-01	3.15e-02	2.224766	-3.997504	0.8171458	KIAA1704
ILMN_1652188	1.72e-01	3.15e-02	2.224706	-3.997622	0.6381667	KIAA1632
ILMN_1708496	1.72e-01	3.15e-02	2.224585	-3.997858	0.7851875	BRSK2
ILMN_1763749	1.72e-01	3.15e-02	-2.224528	-3.99797	-1.3250292	GUCA2A
ILMN_1708798	1.72e-01	3.15e-02	-2.224504	-3.998017	-0.83115	EAF2
ILMN_1667564	1.72e-01	3.15e-02	-2.224361	-3.9983	-0.8935375	ALDH3A2
ILMN_1810424	1.72e-01	3.15e-02	2.224137	-3.99874	0.9238333	HRH4
ILMN_1690320	1.72e-01	3.15e-02	-2.224118	-3.998778	-0.9103833	TTC23
ILMN_2066849	1.72e-01	3.15e-02	2.224058	-3.998894	0.637025	FAM26F
ILMN_2307656	1.72e-01	3.16e-02	2.223717	-3.999564	0.9355208	AGTRAP
ILMN_1674609	1.72e-01	3.16e-02	2.222941	-4.00109	0.6654958	CLTB
ILMN_1796772	1.72e-01	3.16e-02	2.222931	-4.001109	0.5644208	ARHGAP28
ILMN_1687362	1.72e-01	3.16e-02	2.222884	-4.001202	0.835475	GRLF1
ILMN_1671046	1.72e-01	3.16e-02	2.22283	-4.001308	1.2469875	HSPB2
ILMN_1704015	1.72e-01	3.16e-02	2.222707	-4.00155	1.0523083	SYNGAP1
ILMN_2400926	1.72e-01	3.16e-02	2.222476	-4.002003	0.614825	OPRL1
ILMN_1761148	1.73e-01	3.17e-02	2.22197	-4.002996	1.3214292	TRMT11
ILMN_2313730	1.73e-01	3.17e-02	-2.221844	-4.003245	-0.9457542	RHOC
ILMN_1746633	1.73e-01	3.17e-02	2.221501	-4.003918	0.8073542	C9orf25
ILMN_2131022	1.73e-01	3.17e-02	2.221489	-4.00394	0.62045	FLJ45445
ILMN_1761348	1.73e-01	3.17e-02	2.221346	-4.004222	0.8192458	ZNF530
ILMN_1714880	1.73e-01	3.17e-02	2.221086	-4.004733	0.6933792	LIMS3
ILMN_1655329	1.73e-01	3.18e-02	2.221047	-4.004809	0.8263042	RIOK2
ILMN_1663347	1.73e-01	3.18e-02	2.220933	-4.005033	0.8847	OTOF
ILMN_1798619	1.73e-01	3.18e-02	2.2204	-4.006079	0.7162875	KCTD17
ILMN_2113728	1.73e-01	3.18e-02	-2.220316	-4.006244	-0.7856625	FLJ31568
ILMN_2124187	1.73e-01	3.18e-02	2.220287	-4.006301	0.7703542	TSC22D2
ILMN_1726245	1.73e-01	3.18e-02	2.220102	-4.006664	1.0898208	TGFBR2
ILMN_1652017	1.73e-01	3.18e-02	2.219786	-4.007284	0.7026542	PPEF1
ILMN_2394276	1.73e-01	3.18e-02	-2.219732	-4.007389	-0.8541167	DST
ILMN_2407346	1.73e-01	3.19e-02	-2.219662	-4.007526	-0.95405	LDHD
ILMN_1699447	1.73e-01	3.19e-02	2.219319	-4.008201	0.9697833	TRAF5
ILMN_2141157	1.73e-01	3.19e-02	2.21907	-4.008688	0.7753167	RANBP9
ILMN_1714858	1.73e-01	3.19e-02	2.218697	-4.00942	0.591775	PCDHGC4
ILMN_2311548	1.73e-01	3.19e-02	2.218639	-4.009534	0.5530375	PTRH2
ILMN_1718977	1.73e-01	3.19e-02	2.218518	-4.00977	0.9982292	GADD45B
ILMN_1813688	1.74e-01	3.20e-02	2.217532	-4.011704	0.9814417	GKN2
ILMN_1802872	1.74e-01	3.20e-02	2.217463	-4.01184	1.0593042	PPIL2
ILMN_2313821	1.74e-01	3.20e-02	2.217459	-4.011848	0.7919417	AIFM1
ILMN_3307659	1.74e-01	3.20e-02	-2.217261	-4.012237	-0.7929208	SFT2D2
ILMN_1768595	1.74e-01	3.20e-02	2.21723	-4.012297	0.9092125	DLG4
ILMN_1807277	1.74e-01	3.21e-02	2.216642	-4.013449	0.9780333	IFI30
ILMN_1666392	1.74e-01	3.21e-02	-2.21635	-4.014022	-0.6571042	WNT4
ILMN_1726704	1.74e-01	3.21e-02	-2.216164	-4.014386	-0.7511542	RSC1A1
ILMN_1727271	1.74e-01	3.21e-02	2.21576	-4.015178	1.2619083	WARS
ILMN_1687002	1.74e-01	3.21e-02	2.215714	-4.015267	0.7535042	OSR2
ILMN_1759252	1.74e-01	3.22e-02	2.215254	-4.01617	0.6177375	ADD1
ILMN_1343291	1.74e-01	3.22e-02	2.215215	-4.016246	0.6997333	EEF1A1
ILMN_1773485	1.74e-01	3.22e-02	2.215052	-4.016566	0.6066708	QKI
ILMN_2358457	1.74e-01	3.22e-02	2.21502	-4.016628	0.7599833	ATF4
ILMN_1684439	1.74e-01	3.22e-02	2.215013	-4.016641	0.6523	MLF1
ILMN_1702229	1.74e-01	3.22e-02	2.214915	-4.016834	0.9967	CECR6
ILMN_1672741	1.74e-01	3.22e-02	2.214816	-4.017028	0.7779667	ITSN1
ILMN_1682577	1.74e-01	3.22e-02	2.214788	-4.017082	0.71635	FAM69A
ILMN_1695016	1.74e-01	3.22e-02	2.214748	-4.01716	0.7375833	QRICH2
ILMN_2225746	1.74e-01	3.22e-02	2.214739	-4.017179	0.8887792	C17orf59
ILMN_1779579	1.74e-01	3.22e-02	2.214431	-4.017781	1.0327625	TUB
ILMN_1761324	1.74e-01	3.23e-02	2.214138	-4.018355	1.1308333	MITF
ILMN_1718672	1.74e-01	3.23e-02	2.213932	-4.018758	0.9229208	NHP2
ILMN_1751393	1.74e-01	3.23e-02	-2.213814	-4.018989	-0.7492875	ZNF684
ILMN_1811347	1.75e-01	3.23e-02	2.213518	-4.019569	0.5493375	LDB1
ILMN_1709847	1.75e-01	3.23e-02	2.213352	-4.019894	1.7061625	KCNJ13
ILMN_1667977	1.75e-01	3.23e-02	2.213206	-4.020181	0.7372083	TAF1B
ILMN_1679087	1.75e-01	3.24e-02	2.212826	-4.020923	0.5520417	RABEP2
ILMN_1655245	1.75e-01	3.24e-02	-2.212722	-4.021128	-0.714475	MDM1
ILMN_1803728	1.75e-01	3.24e-02	2.212452	-4.021655	0.5890333	SLC35E4
ILMN_3235096	1.75e-01	3.24e-02	2.212359	-4.021837	0.9301292	SNORA28
ILMN_1728710	1.75e-01	3.24e-02	-2.212133	-4.022281	-1.1618375	ZNF816A
ILMN_1738150	1.75e-01	3.24e-02	2.212106	-4.022333	0.6266125	SUMO2
ILMN_1720093	1.75e-01	3.24e-02	2.212083	-4.022378	0.7146542	PCP2
ILMN_1723481	1.75e-01	3.24e-02	2.212082	-4.022379	1.1806833	CHST3
ILMN_1664167	1.75e-01	3.24e-02	2.212079	-4.022386	0.8325167	RPF2
ILMN_1807529	1.75e-01	3.24e-02	2.211676	-4.023174	1.0731833	PADI4
ILMN_1745148	1.75e-01	3.25e-02	2.211547	-4.023426	0.5364667	ZNFX1
ILMN_1675822	1.75e-01	3.25e-02	2.21152	-4.023479	0.944425	PCDHA4
ILMN_1745573	1.75e-01	3.25e-02	-2.21152	-4.023479	-0.9336042	TTC13
ILMN_3240389	1.75e-01	3.25e-02	-2.211325	-4.023861	-0.7678708	CPOX
ILMN_1752758	1.75e-01	3.25e-02	-2.211305	-4.0239	-0.7105583	BTN2A2
ILMN_1653376	1.75e-01	3.25e-02	2.210968	-4.02456	0.833975	FAM171B
ILMN_2374340	1.75e-01	3.25e-02	2.210796	-4.024896	1.2862417	PLAUR
ILMN_1777479	1.75e-01	3.25e-02	2.21043	-4.025612	0.7422917	CDYL2
ILMN_1799848	1.75e-01	3.25e-02	2.210389	-4.025692	0.7376708	ANKRD22
ILMN_1722923	1.75e-01	3.25e-02	2.210383	-4.025703	0.6109167	SRGAP3
ILMN_2322375	1.75e-01	3.26e-02	2.210024	-4.026405	0.8612042	MAFF
ILMN_2250820	1.75e-01	3.26e-02	2.209737	-4.026967	0.6585583	MYO1C
ILMN_1717904	1.75e-01	3.26e-02	2.209468	-4.027493	1.0605292	SORBS3
ILMN_1659950	1.76e-01	3.26e-02	2.208969	-4.028468	1.7384583	APC2
ILMN_2403852	1.76e-01	3.27e-02	2.208743	-4.02891	1.0464542	CYTH1
ILMN_2406184	1.76e-01	3.27e-02	2.208694	-4.029006	0.9860333	TAC3
ILMN_1786273	1.76e-01	3.27e-02	2.208634	-4.029124	1.0670625	C1orf122
ILMN_1785520	1.76e-01	3.27e-02	2.208575	-4.029239	0.762975	HISPPD1
ILMN_1790680	1.76e-01	3.27e-02	2.208325	-4.029726	0.7164167	PDE6D
ILMN_2341815	1.76e-01	3.27e-02	-2.208105	-4.030156	-0.8524167	TFG
ILMN_1793384	1.76e-01	3.27e-02	2.208017	-4.030329	1.1506	JAK1
ILMN_1678493	1.76e-01	3.27e-02	2.207858	-4.03064	1.0627875	CHN1
ILMN_1682264	1.76e-01	3.27e-02	-2.207778	-4.030795	-1.0631042	DCAF7
ILMN_2140700	1.76e-01	3.27e-02	-2.207641	-4.031063	-1.0059292	CRIPAK
ILMN_1685535	1.76e-01	3.28e-02	-2.207059	-4.0322	-0.8175375	LARP1B
ILMN_1787931	1.76e-01	3.28e-02	2.206991	-4.032333	0.74675	LOC389517
ILMN_2113738	1.76e-01	3.28e-02	2.20697	-4.032375	0.7064458	C8orf45
ILMN_1661770	1.76e-01	3.28e-02	-2.206674	-4.032952	-0.8612458	JMJD2C
ILMN_3244343	1.76e-01	3.28e-02	2.206324	-4.033636	0.7904458	SNORA21
ILMN_1755792	1.76e-01	3.28e-02	-2.206303	-4.033677	-0.9891417	STK38L
ILMN_1708782	1.76e-01	3.28e-02	-2.206289	-4.033705	-0.8233042	MFAP3
ILMN_2252554	1.76e-01	3.29e-02	-2.206124	-4.034026	-0.814875	MANBAL
ILMN_1800130	1.76e-01	3.29e-02	2.205894	-4.034475	0.916675	ETNK2
ILMN_1744628	1.76e-01	3.29e-02	2.205824	-4.034612	0.9968458	FDX1L
ILMN_1800020	1.76e-01	3.29e-02	2.205765	-4.034727	0.6464417	GART
ILMN_1663538	1.76e-01	3.29e-02	-2.205579	-4.035091	-1.0025083	CLYBL
ILMN_1689817	1.76e-01	3.29e-02	-2.205268	-4.035698	-0.9209292	LCOR
ILMN_2041780	1.76e-01	3.29e-02	2.205146	-4.035935	0.6115542	SNTG2
ILMN_1694346	1.76e-01	3.29e-02	2.204947	-4.036325	0.6983542	CRHR2
ILMN_2044617	1.76e-01	3.30e-02	-2.204612	-4.036979	-0.6750417	MTERFD1
ILMN_1798581	1.76e-01	3.30e-02	2.204549	-4.0371	0.8149958	MCM8
ILMN_3247008	1.76e-01	3.30e-02	2.204475	-4.037246	0.5892417	SNORD96B
ILMN_2347249	1.76e-01	3.30e-02	2.204409	-4.037373	0.5844667	RSPO4
ILMN_1789733	1.76e-01	3.30e-02	2.2041	-4.037977	0.8765167	CLIP3
ILMN_1679577	1.77e-01	3.30e-02	2.203679	-4.038799	0.6899083	SETD3
ILMN_2299095	1.77e-01	3.31e-02	2.203528	-4.039093	1.3927083	SIGLEC6
ILMN_1763558	1.77e-01	3.31e-02	2.203461	-4.039223	0.6154875	RGN
ILMN_1725260	1.77e-01	3.31e-02	-2.203403	-4.039337	-0.7628958	CDC25C
ILMN_1814799	1.77e-01	3.31e-02	2.203215	-4.039703	0.9803417	S100A13
ILMN_2215043	1.77e-01	3.31e-02	-2.203102	-4.039924	-0.5280542	RNF32
ILMN_1805345	1.77e-01	3.31e-02	2.202985	-4.040152	0.9115542	MOSPD3
ILMN_2393144	1.77e-01	3.31e-02	2.202832	-4.040451	1.0162667	ARL6IP4
ILMN_1763989	1.77e-01	3.31e-02	2.202731	-4.040647	0.5644208	SEC63
ILMN_1652379	1.77e-01	3.31e-02	-2.202369	-4.041354	-0.6847333	SUCLG2
ILMN_1776679	1.77e-01	3.31e-02	2.202343	-4.041404	0.6803833	TAZ
ILMN_3300313	1.77e-01	3.31e-02	-2.202305	-4.041478	-1.0171833	P4HTM
ILMN_1662687	1.77e-01	3.32e-02	2.201901	-4.042267	0.605025	PKN1
ILMN_2312709	1.77e-01	3.32e-02	-2.201876	-4.042316	-1.05095	LCMT1
ILMN_1672091	1.77e-01	3.32e-02	2.201804	-4.042454	0.6515083	HOXD4
ILMN_1736026	1.77e-01	3.32e-02	2.201378	-4.043285	1.0906542	MMP8
ILMN_1685703	1.77e-01	3.32e-02	-2.201243	-4.043549	-0.977925	ACOX2
ILMN_1678323	1.77e-01	3.32e-02	2.20102	-4.043983	0.9281708	AASS
ILMN_2280960	1.77e-01	3.32e-02	2.200936	-4.044148	0.9400583	DEPDC7
ILMN_1738322	1.77e-01	3.33e-02	-2.200694	-4.04462	-0.7941125	SHROOM1
ILMN_1701558	1.77e-01	3.33e-02	2.200691	-4.044626	0.8019167	MAP1A
ILMN_1775762	1.77e-01	3.33e-02	2.200688	-4.04463	0.9106292	GNAI2
ILMN_3309494	1.77e-01	3.33e-02	-2.200418	-4.045158	-0.6295375	MIR340
ILMN_1815154	1.77e-01	3.33e-02	2.2003	-4.045387	1.0215208	MYH10
ILMN_1802631	1.77e-01	3.33e-02	-2.200253	-4.045478	-0.9613167	AGA
ILMN_1732426	1.77e-01	3.33e-02	2.200162	-4.045656	0.5602167	CRHR1
ILMN_1690325	1.77e-01	3.33e-02	-2.200109	-4.04576	-0.97245	NFYA
ILMN_1784116	1.77e-01	3.33e-02	2.200058	-4.045859	1.3720333	EPN2
ILMN_2284941	1.77e-01	3.34e-02	2.199567	-4.046816	0.8752833	ABCF2
ILMN_1747598	1.77e-01	3.34e-02	2.199415	-4.047112	0.7225	PPP1R11
ILMN_3308500	1.77e-01	3.34e-02	2.199344	-4.047249	1.2243958	MIR611
ILMN_2202481	1.77e-01	3.34e-02	-2.199285	-4.047364	-0.9829042	UBLCP1
ILMN_2405534	1.77e-01	3.34e-02	-2.199176	-4.047576	-0.743975	GAB1
ILMN_1669700	1.77e-01	3.34e-02	2.199126	-4.047674	0.579775	KPNA5
ILMN_2350801	1.77e-01	3.34e-02	2.199026	-4.04787	1.0770083	SLC25A29
ILMN_1781626	1.77e-01	3.34e-02	2.198773	-4.048363	0.9889875	C1S
ILMN_1793182	1.77e-01	3.34e-02	2.198628	-4.048644	0.653075	SLC36A2
ILMN_3247139	1.77e-01	3.34e-02	2.198598	-4.048702	0.84975	C17orf96
ILMN_2369682	1.77e-01	3.34e-02	2.19859	-4.048717	0.6758292	HNRPA2B1
ILMN_2328327	1.78e-01	3.34e-02	2.198373	-4.04914	1.2650125	SMTN
ILMN_2403664	1.78e-01	3.35e-02	2.197616	-4.050615	0.6503625	POMC
ILMN_2061537	1.78e-01	3.35e-02	-2.197616	-4.050615	-1.12995	UGT1A8
ILMN_1790460	1.78e-01	3.35e-02	2.197549	-4.050746	0.7039125	ZNF574
ILMN_2344047	1.78e-01	3.35e-02	2.197401	-4.051032	0.6420375	ZNF398
ILMN_1682572	1.78e-01	3.35e-02	-2.197393	-4.051049	-0.88505	KIAA0528
ILMN_1706301	1.78e-01	3.35e-02	2.197158	-4.051506	1.1464208	RET
ILMN_1773312	1.78e-01	3.35e-02	-2.197089	-4.05164	-0.9577833	INADL
ILMN_1700328	1.78e-01	3.35e-02	2.197073	-4.051672	0.7916167	SCN3B
ILMN_1804531	1.78e-01	3.36e-02	2.196932	-4.051945	1.3674708	CLDN6
ILMN_1728746	1.78e-01	3.36e-02	2.196396	-4.052988	0.7944583	GAB2
ILMN_1700044	1.78e-01	3.36e-02	-2.196091	-4.053583	-0.9143042	SAP130
ILMN_3234989	1.78e-01	3.36e-02	2.19575	-4.054246	1.1590667	LOC100133920
ILMN_2206554	1.78e-01	3.36e-02	-2.19571	-4.054325	-0.9461708	SLC35F5
ILMN_1806710	1.78e-01	3.37e-02	-2.195641	-4.054459	-1.2000292	ESPN
ILMN_1801370	1.78e-01	3.37e-02	2.195622	-4.054495	1.0826875	CADPS2
ILMN_1796411	1.78e-01	3.37e-02	2.195207	-4.055302	0.5463083	TBCCD1
ILMN_1655702	1.78e-01	3.37e-02	2.195153	-4.055407	1.05395	ABHD5
ILMN_1793870	1.78e-01	3.37e-02	2.194849	-4.055999	0.8161417	IL1RAP
ILMN_2364369	1.78e-01	3.37e-02	2.194619	-4.056445	0.66715	TPTE2
ILMN_1665442	1.78e-01	3.37e-02	2.194412	-4.056848	1.2141708	NOL6
ILMN_1657643	1.78e-01	3.38e-02	2.194231	-4.057201	0.8702458	KCNIP2
ILMN_1747160	1.78e-01	3.38e-02	2.194207	-4.057247	1.0433125	SYT15
ILMN_1656316	1.78e-01	3.38e-02	2.194079	-4.057495	0.6399708	ZMYM3
ILMN_1676616	1.78e-01	3.38e-02	2.194062	-4.057528	0.6084667	PTPRZ1
ILMN_1789007	1.78e-01	3.38e-02	2.194013	-4.057624	0.88045	APOC1
ILMN_1750101	1.78e-01	3.38e-02	2.193993	-4.057664	0.7240917	S100A11
ILMN_1795464	1.78e-01	3.38e-02	2.193833	-4.057975	0.9956792	LTA
ILMN_1760027	1.79e-01	3.38e-02	2.193587	-4.058452	0.7872417	WAS
ILMN_1760374	1.79e-01	3.38e-02	2.193376	-4.058862	0.9424917	CD8A
ILMN_1722239	1.79e-01	3.38e-02	-2.193216	-4.059174	-0.9615667	TIMM8A
ILMN_1662168	1.79e-01	3.38e-02	2.193087	-4.059425	1.0572208	SP3
ILMN_1734602	1.79e-01	3.39e-02	2.192668	-4.060239	0.5402458	SRRM2
ILMN_1748427	1.79e-01	3.39e-02	2.192626	-4.06032	0.9281708	ZNF239
ILMN_1760449	1.79e-01	3.39e-02	2.192471	-4.060621	0.949	TSPAN32
ILMN_2408240	1.79e-01	3.39e-02	-2.192187	-4.061173	-0.781775	DTNBP1
ILMN_1752947	1.79e-01	3.39e-02	2.192139	-4.061266	0.827075	C17orf79
ILMN_2414268	1.79e-01	3.40e-02	2.191742	-4.062039	0.8059875	COLEC11
ILMN_1663577	1.79e-01	3.40e-02	2.191671	-4.062177	0.6823292	S100PBP
ILMN_2321634	1.79e-01	3.40e-02	2.19157	-4.062371	0.8095792	RAD17
ILMN_1743714	1.79e-01	3.40e-02	-2.191492	-4.062523	-0.8975833	CARD10
ILMN_1743095	1.79e-01	3.40e-02	2.191276	-4.062943	1.087625	MGC20983
ILMN_1801304	1.79e-01	3.40e-02	2.19116	-4.063169	1.0396292	FAM78A
ILMN_1707858	1.79e-01	3.40e-02	-2.190786	-4.063895	-0.9589792	H2AFZ
ILMN_1695631	1.79e-01	3.40e-02	-2.190461	-4.064526	-1.0213625	CHP2
ILMN_1700183	1.79e-01	3.41e-02	2.190188	-4.065056	1.0746333	APLNR
ILMN_2297353	1.79e-01	3.41e-02	2.190094	-4.065238	0.7797917	TRPV4
ILMN_1652662	1.79e-01	3.41e-02	2.189905	-4.065605	0.9706292	GRB10
ILMN_1715603	1.80e-01	3.42e-02	2.188934	-4.06749	1.0598542	IL23A
ILMN_1769918	1.80e-01	3.42e-02	2.188895	-4.067567	0.6147167	APBB1
ILMN_1757378	1.80e-01	3.42e-02	2.188304	-4.068712	1.0203292	PLEC1
ILMN_1683179	1.80e-01	3.42e-02	2.188288	-4.068743	0.6716917	RRAD
ILMN_1651536	1.80e-01	3.42e-02	2.188234	-4.068849	0.9888417	GEFT
ILMN_1757186	1.80e-01	3.42e-02	2.188218	-4.06888	0.72825	GIMAP1
ILMN_2386982	1.80e-01	3.42e-02	-2.188155	-4.069002	-1.0460083	PRKCZ
ILMN_3240236	1.80e-01	3.42e-02	2.188141	-4.069029	0.782425	SMCR5
ILMN_1669674	1.80e-01	3.42e-02	2.188068	-4.06917	0.7527958	CNPY3
ILMN_1657283	1.80e-01	3.43e-02	2.187578	-4.070121	0.7869625	ALKBH5
ILMN_1724145	1.80e-01	3.43e-02	2.187464	-4.070343	0.768975	CBX4
ILMN_2209115	1.80e-01	3.43e-02	2.187443	-4.070383	0.6124583	MAK
ILMN_2401844	1.80e-01	3.43e-02	2.187438	-4.070392	1.1701042	PATZ1
ILMN_1782890	1.80e-01	3.43e-02	2.187266	-4.070726	0.8914667	SLC25A3
ILMN_1795706	1.80e-01	3.43e-02	2.186867	-4.071499	0.5796625	WNT6
ILMN_1727862	1.80e-01	3.43e-02	2.186823	-4.071585	0.5878125	HPS4
ILMN_2103014	1.80e-01	3.44e-02	2.186513	-4.072187	0.6474958	CCDC104
ILMN_1719792	1.80e-01	3.44e-02	2.186453	-4.072302	0.7461083	PHLDB2
ILMN_1700419	1.80e-01	3.44e-02	2.185897	-4.073381	0.6180292	HSPC171
ILMN_1668566	1.80e-01	3.44e-02	-2.185813	-4.073543	-0.7633583	ANUBL1
ILMN_2099586	1.80e-01	3.44e-02	2.185812	-4.073545	0.8734292	CCDC28B
ILMN_1782021	1.80e-01	3.44e-02	2.185695	-4.073772	0.62935	ZNF707
ILMN_2405915	1.81e-01	3.44e-02	2.185516	-4.074119	0.7196917	MRPS11
ILMN_1786303	1.81e-01	3.44e-02	2.185446	-4.074255	1.0125958	LILRA3
ILMN_1663816	1.81e-01	3.44e-02	2.185383	-4.074378	0.6146458	CCDC148
ILMN_1693726	1.81e-01	3.45e-02	-2.185267	-4.074602	-0.6515042	TBC1D10A
ILMN_2274605	1.81e-01	3.45e-02	2.185174	-4.074781	0.6064333	FRMPD2L1
ILMN_2284804	1.81e-01	3.45e-02	2.185141	-4.074847	0.6729083	CIDEA
ILMN_1671263	1.81e-01	3.45e-02	2.18496	-4.075197	0.9117375	CACNA1H
ILMN_3188110	1.81e-01	3.45e-02	2.184888	-4.075336	0.9300833	C19orf60
ILMN_3240321	1.81e-01	3.45e-02	2.184702	-4.075697	0.5912583	AEN
ILMN_1763695	1.81e-01	3.45e-02	2.184487	-4.076113	0.6961708	C9orf24
ILMN_2048811	1.81e-01	3.45e-02	2.18425	-4.076572	0.5994042	NUBPL
ILMN_2292636	1.81e-01	3.46e-02	2.183915	-4.077221	0.6489625	DUOX1
ILMN_1692575	1.81e-01	3.46e-02	2.183879	-4.077291	1.0598708	SFRS8
ILMN_2354381	1.81e-01	3.46e-02	-2.183863	-4.077323	-1.0209667	PON2
ILMN_1690122	1.81e-01	3.46e-02	-2.183668	-4.077699	-0.9793833	CRKL
ILMN_3309970	1.81e-01	3.46e-02	-2.183605	-4.077823	-0.9398875	MIR554
ILMN_1654563	1.81e-01	3.46e-02	-2.183403	-4.078213	-1.0100167	EFNB1
ILMN_1690595	1.81e-01	3.46e-02	2.183205	-4.078597	0.632875	ASMT
ILMN_2044832	1.81e-01	3.46e-02	2.183204	-4.0786	0.5309708	NOP56
ILMN_1709204	1.81e-01	3.46e-02	2.183021	-4.078953	0.9188042	CLEC4A
ILMN_2331231	1.81e-01	3.46e-02	2.182926	-4.079137	1.0011708	TNFRSF6B
ILMN_1682368	1.81e-01	3.47e-02	2.182615	-4.079739	0.9235625	LRWD1
ILMN_1683942	1.81e-01	3.47e-02	2.182518	-4.079928	0.6326917	PCDHB2
ILMN_2223922	1.81e-01	3.47e-02	-2.182488	-4.079986	-0.6983417	AGTPBP1
ILMN_1797728	1.81e-01	3.47e-02	-2.181891	-4.081142	-0.8814542	HMGCS1
ILMN_1723685	1.81e-01	3.47e-02	2.181625	-4.081656	0.9450333	PCDHB10
ILMN_1697670	1.81e-01	3.48e-02	-2.181471	-4.081953	-0.921875	SRRM1
ILMN_1718424	1.81e-01	3.48e-02	2.18139	-4.082111	0.58805	MRPS28
ILMN_1794742	1.81e-01	3.48e-02	-2.180862	-4.083133	-0.7107708	HES5
ILMN_1654875	1.81e-01	3.48e-02	2.180859	-4.083139	0.5905708	CLC
ILMN_1807034	1.82e-01	3.48e-02	2.180656	-4.083532	0.7766	CALCA
ILMN_1675428	1.82e-01	3.48e-02	2.180443	-4.083944	0.9299625	PCDHGC3
ILMN_1745946	1.82e-01	3.48e-02	2.180303	-4.084215	1.0406042	CCDC5
ILMN_1797451	1.82e-01	3.48e-02	2.180276	-4.084267	0.5665458	SRGAP2
ILMN_1716547	1.82e-01	3.48e-02	2.180272	-4.084274	0.9336667	NAGK
ILMN_1774813	1.82e-01	3.49e-02	2.179984	-4.084832	0.9189667	GPR173
ILMN_1668291	1.82e-01	3.50e-02	-2.178711	-4.087293	-0.6671667	ZNF780B
ILMN_1691127	1.82e-01	3.50e-02	2.178056	-4.08856	0.5925833	VTN
