Gene	GSE109248	GSE117239	GSE117468	GSE13355	GSE136757	GSE137218	GSE14905	GSE193128	GSE30999	Average
MFSD4A	-3.9671226	-17.0885969	-8.5355165	-13.1561556	-1.05e+01	NA	-8.60	NA	-1.40e+01	-10.835341657142859
USP9X	-3.9670946	-6.4509765	-5.1943855	-10.0061702	-8.00	2.26	-3.21	1.08	-5.17	-4.295402977777779
PSMD6	3.9665567	17.8473766	6.9242038	15.6574524	6.61	3.99	1.13e+01	6.46	1.58e+01	9.839509944444444
FBXO38	3.9646344	4.4042385	4.6401769	5.3353837	2.32	9.98e-01	2.07	9.22e-01	4.71	3.262714833333334
SMU1	3.9645732	-2.3008673	-4.4059964	-9.2487979	-2.76	-6.93e-03	-4.32	4.32e-01	-1.37	-2.224002044444445
TMEM257	-3.9643313	NA	-0.704486	-0.0327136	-3.64	-2.88	8.10e-01	-3.03	-1.45	-1.8614413625
LRRC37A3	-3.9633627	-9.6283284	-5.5318344	-4.2542126	-3.92	-3.39	-1.47	-3.19	-8.65	-4.888637566666666
HAAO	3.9629884	NA	-3.8178596	1.7316918	-4.97e-01	3.15e-01	1.23	-2.20	-8.54e-02	0.07992757499999996
TWF2	3.9627914	-0.0176353	-2.4712241	1.5685236	-2.01e-01	4.00e-01	1.30	2.57	-5.78e-01	0.725939511111111
DESI1	3.9626962	15.9714205	5.4436563	9.6331695	2.27	2.04	4.50	1.93	1.36e+01	6.594549166666667
SDC3	3.9622845	-5.1713046	2.0599787	4.3073527	-8.35e-01	-1.79	-3.30	-3.53	-4.50	-0.9774098555555556
CPVL	3.9622082	-0.37685	0.5148747	2.1406465	1.25	-4.60e-01	3.65	1.07	2.31e-01	1.3313199333333334
FADD	3.9616918	7.1161272	-1.2948061	9.6161301	1.88	1.05	3.96	2.01	6.83	3.903238111111111
TRIM24	-3.9614087	-3.2831884	-4.7031303	-5.6240822	-4.11	-3.03	-4.46	-3.92	-4.84	-4.214645511111112
CYTH2	3.9612516	5.2732267	2.079332	1.5575739	1.68	-2.60e-01	1.90	2.09	4.72	2.555709355555555
RAB7B	-3.9612043	20.5649702	6.5551506	17.6084664	1.07e+01	9.54e-01	6.72	2.86	1.78e+01	8.866820322222223
TEX2	-3.960516	4.3602098	2.2133908	-2.1329343	2.15e-01	-6.73e-01	6.57e-02	5.26e-01	4.32	0.5482055888888888
RAB3IP	3.9597904	5.5752517	5.3676522	5.8553217	-3.90	-2.99e-01	-1.69	7.81e-01	5.43	2.3422240000000003
CCDC134	3.9596228	-6.1012759	1.9196167	5.0010961	-2.68	1.38	-1.33	-5.10e-01	-5.07	-0.38121558888888907
KSR2	3.9584587	-0.2763199	-2.6065099	2.6894622	-4.49	-2.60e-01	-1.17	-8.66e-01	-2.87	-0.6545454333333333
ENG	3.9584104	-0.6530794	3.3189988	-1.1573114	-9.57e-01	-6.07e-01	3.03	-1.18	-8.37e-01	0.5462242666666667
FAM69C	-3.9582561	-1.0437984	-5.9512208	0.2616712	-1.26	1.62	1.42	-4.14e-01	-2.18	-1.2784004555555555
OARD1	-3.9578586	-10.8202298	-4.6136392	-7.8007254	-3.71	-3.97	-2.50	-1.83	-9.59	-5.421383666666666
RAP1GDS1	3.9575793	11.5204555	5.2624447	14.7915672	7.53	2.63	5.52	1.70	1.00e+01	6.990227411111111
APOC1	-3.9569919	-10.1214738	-3.6976887	-7.7347948	-4.63	-4.02	-9.39	-4.11	-9.07	-6.3034387999999995
GAB2	3.9545373	-8.6150339	-7.6498183	-13.0645707	-7.82	-4.29	-3.13	-3.35	-9.03	-5.888320622222222
TCEA2	3.9539154	-3.0792392	-8.1111185	-11.9033783	-3.64	-1.23	-3.98	1.90e-01	-3.59	-3.4877578444444444
FBXO10	3.9535812	9.3547952	6.1867742	10.0429996	9.55	5.39	5.25	6.57	9.81	7.345350022222222
ARAP2	3.9530001	7.737242	2.0385425	7.8008047	3.15	3.62	6.51	4.55	7.61	5.218843255555555
UBE2Q2	-3.9528828	-1.0990918	1.0742588	1.7218523	-1.70	3.22	1.13	2.41	-6.09e-01	0.24390405555555564
TIMP4	-3.9526504	-7.043362	-6.0367254	-6.0158387	-6.15	-2.32	-5.29	-3.50	-6.72	-5.225397388888889
C11orf49	3.9526153	-6.165323	-9.960185	-13.09617	-7.48	-7.32	-4.51	-6.81	-5.57	-6.3287847444444445
COL6A2	3.9524954	-5.9375636	-6.4175446	-9.3431772	-4.16	3.83	-5.31	-5.60	-4.61	-3.7328655555555548
C19orf70	3.9524217	1.1218008	-2.4986994	10.6232669	1.78	1.02	2.63	3.56	9.80e-01	2.5743099999999997
BIK	3.9524091	7.1404092	6.6945113	15.1622453	6.84	2.88	3.10	3.65	7.24	6.295508322222223
ZFYVE21	-3.9518933	-7.4333204	-10.2561451	-20.4397853	-9.08	-4.91	-6.69	-2.57	-6.86	-8.021238233333332
CYP4F8	-3.9508998	-6.1451134	-1.0605988	-5.4341545	-2.43	-3.20	-7.13	-2.70	-6.03	-4.231196277777778
MCRS1	3.9506954	3.4835678	3.0208702	8.0360919	1.00	9.64e-01	4.16	3.57	3.46	3.5161361444444448
SLC37A3	3.9502628	-0.9061754	-4.5611291	-5.2882428	-3.16	-1.86	-3.36	-9.86e-01	-4.38e-01	-1.8454760555555554
ABI3	3.9491764	NA	0.4933775	4.8775827	2.69	-7.56e-01	3.53e-01	1.01	3.20	1.9771420749999997
SDE2	-3.9484997	5.7136254	3.5847712	-4.0013722	5.88	-2.38	-6.13	-5.79e-01	6.08	0.4688360777777778
ZNF441	-3.9475552	-4.750648	-7.82325	-7.6820792	-3.13	-1.81	-3.71	-3.54	-4.68	-4.563725822222222
DNAJB5	3.9472773	NA	3.762837	6.8707697	2.14	3.53	1.66	3.63	1.61	3.3938605
PPIA	3.9464298	10.5432939	5.5897045	16.0364941	4.92	1.83	5.76	5.03	1.08e+01	7.1617691444444445
ASB3	-3.9457297	NA	0.083536	-0.0147814	3.60e-01	-2.62	3.16e-01	-2.28	7.19e-01	-0.9227468874999999
CPSF2	-3.9455875	15.241663	7.5584504	11.6693849	8.90	6.01	5.37	8.00	1.35e+01	8.033767866666667
RARB	-3.9450224	-8.2872397	-4.1366691	-4.9286886	-6.42	-1.51	-3.08	-3.85	-8.59	-4.9719577555555565
CLEC4A	-3.9449265	0.70384	2.0543813	6.7764619	1.88	-6.93e-01	4.32	1.31	5.99e-01	1.4450840777777778
PIGP	-3.9440467	-2.1687503	-2.2413301	-6.2027746	-3.82	-2.73	-1.23	-1.08e-01	-2.07	-2.7238779666666666
ZNF408	3.9439958	5.1541402	-1.237295	4.1479246	3.53	1.16	2.30	-1.12e-01	4.84	2.6363072888888888
ACTA1	-3.9438257	-4.4081999	-3.12404	-8.1639604	-4.48	-1.66	-1.98	-1.04	-4.42	-3.691114
FSTL1	-3.9434673	-4.1033339	-2.7821827	-6.2142869	-2.92	-2.30	-2.32	-4.03	-3.38	-3.554807866666667
SNORA72	3.9433911	1.0140852	0.4009637	0.3659531	4.20e-01	4.03	-5.25	4.51	5.48e-01	1.1091547888888889
DISC1	-3.9428	NA	-2.8758761	-2.6568559	2.57e-12	2.21	7.70e-01	1.75	1.21	-0.4419414999996788
CLCN3	3.9424382	20.0512221	9.5829886	20.0880358	1.06e+01	8.00	7.24	1.29e+01	1.64e+01	12.089409411111111
ERF	3.9423582	-1.8664776	-1.716816	7.6235454	1.95	-9.60e-01	-4.44	-2.83	-2.10	-0.04415444444444456
SLC30A2	-3.9420013	NA	-4.7390098	2.4702666	-4.49	1.44	8.92e-01	-1.68e-02	7.91e-01	-0.9493180625
PPP1R3D	3.9407626	12.2974673	3.0008771	3.8988912	1.19	1.64	-2.46	-6.34e-02	1.10e+01	3.827177577777778
IL19	3.9391027	15.3885722	9.445188	13.3542417	7.83	6.31	5.12	6.64	1.33e+01	9.036344955555554
KLK6	3.9390978	17.991393	12.6900322	16.2478602	7.82	7.19	9.60	7.66	1.50e+01	10.9042648
KATNBL1	-3.9388297	-4.8652399	-3.4421237	-7.2550618	-3.63	3.74	-3.04	5.13	-4.68	-2.442361677777778
ATG9B	3.9386671	8.6786441	1.1447821	3.7377753	4.90	-7.54e-02	9.11	1.12	8.16	4.523829844444445
EHMT2	3.9385363	1.0284684	-4.2834709	5.8734785	-1.93	-4.40e-01	2.15	4.86e-01	1.06	0.8758902555555554
UBR5	-3.9382586	-4.6787866	-2.4736687	-7.9024672	-3.89	-7.82e-01	-4.13	4.34e-01	-3.59	-3.4390201222222223
BCAM	3.9374662	-2.5939865	-5.8379243	-6.0966634	-3.64	-4.73e-01	-2.25	-3.19	-3.28	-2.6026786666666673
HIST1H1B	3.9368661	NA	3.6450899	4.1628593	1.18	5.77	7.19e-01	8.35	1.97	3.7167269124999995
COMMD3	-3.9366479	-0.7011629	-5.6494468	1.9251426	-4.56	NA	3.43	NA	2.90e-01	-1.314587857142857
TP53I11	3.9360557	-3.4569526	-7.3165834	-3.2334031	-4.49	-3.96	-5.40	-6.03	-4.86	-3.8678759333333335
UTP20	-3.9359567	-0.871438	2.2263075	1.4132791	-5.27e-01	3.58	-3.23	2.13	-1.04	-0.02831201111111121
VAV3	3.9357025	-9.5130052	-5.8669162	-8.9304875	-3.94	-3.37	-3.73	-3.15	-7.21	-4.641634044444445
PCDHB5	-3.9353157	-2.1481335	-6.3947155	-8.3360792	-5.04	-3.81	-5.82	-4.16	-2.98	-4.7360270999999985
COL9A2	-3.9350886	-0.4601661	-4.038036	4.5802744	-2.69	9.34e-02	2.45	8.62e-01	1.30	-0.20417958888888882
BDH2	-3.9349178	-7.1144771	-5.3366445	-7.3457341	-4.41	-2.81	-2.41	-1.49	-5.33	-4.4646415
MON1B	3.9346942	10.2910683	5.0107405	6.2134373	5.50	-6.93e-01	5.41	-3.18e-01	8.20	4.838771144444444
HNRNPU	-3.9339071	-14.9853514	-10.3348931	-14.9876797	-1.07e+01	3.64	-9.97	2.10	-1.41e+01	-8.14131458888889
ATP6V1H	3.9333463	9.1879803	2.8869955	8.5214847	-2.20	2.37	-5.98	3.80	8.42	3.437756311111112
SLC38A9	-3.9321707	-6.4716759	5.1342546	7.3533706	3.78	3.26	4.51	5.89	-6.08	1.4937531777777777
AGTR1	-3.9311012	-11.3962422	-6.2262758	-13.5709957	-5.49	-6.39	-6.51	-9.85	-9.05	-8.046068322222222
TMEM63C	-3.9306505	NA	-5.2522589	-4.3754875	-2.80	9.71e-01	-3.30	-1.39	-1.82	-2.7371746125
USP54	3.9305935	-8.4080593	-9.514384	-19.6004295	-1.00e+01	-7.58	-1.04e+01	-1.01e+01	-7.96	-8.848031033333333
ZNF480	-3.930478	NA	-0.5488348	-2.5874222	1.26	-4.13	6.04e-01	-2.86	2.36	-1.229091875
EMID1	3.9304724	-1.6245611	2.204892	-0.5246817	-1.83	6.86e-01	6.57e-01	-1.12e-01	-1.96	0.15856906666666667
CAPN8	3.9296205	-2.2654825	0.667209	-0.5527165	-2.14	1.04	-1.16	-2.42	-1.96	-0.5401521666666667
IQCH	-3.9291503	-0.2289325	-2.5329917	3.0781974	-2.80	-1.80	1.41	-2.29	-2.17	-1.2514307888888887
UBA2	-3.9289202	4.4359667	-0.9069539	3.3303106	9.78e-01	2.89	1.18	5.15	4.06	1.9098225777777778
ACAT1	-3.9286262	-15.5352418	-6.549514	-21.8229946	-8.82	-2.94	-5.01	-4.40	-1.42e+01	-9.245152955555557
NUCKS1	3.9278812	-8.3925041	-5.167449	-11.1808537	-2.48	9.83e-01	-6.50	-1.26	-7.69	-4.195547288888889
DEXI	-3.927474	2.2526373	-2.364038	-4.1391058	-7.51e-01	-1.59	5.37e-01	7.38e-01	2.31	-0.7704422777777776
ODF3L2	-3.9263078	NA	0.5876441	4.3110093	-3.48e-01	9.12e-01	8.52e-01	-8.80e-01	9.91e-01	0.31241820000000003
SELL	3.9246111	10.8991414	5.5870538	13.9955749	5.63	3.21	3.47	5.13	9.72	6.840709022222223
MORN4	-3.9239658	-5.533126	-4.6342797	5.2575504	-6.24	1.58	-2.54	-8.29e-01	-4.61	-2.385869011111111
SUGP2	3.9237777	-5.8007269	0.9215798	-4.6516678	5.04	2.51e-01	2.59	-3.73e-01	-5.15	-0.3610041333333334
FGFR1OP	3.9235087	7.7800718	7.400276	13.3914529	5.70	2.86	3.93	4.82	7.05	6.3172565999999994
MLLT1	3.9229378	2.5515643	-5.2589592	-9.2709116	-2.88	-2.11	-1.47	-2.37e-01	2.28	-1.3858187444444443
FAHD1	3.9227568	11.0864062	4.1805305	8.3731943	6.65	3.44	3.64	3.86	9.91	6.118098644444444
ZBTB32	3.9216301	NA	1.7760426	4.4182007	3.64	1.57	1.61	2.85e-01	1.48	2.3376091750000003
CDH12	-3.9215805	-4.4524353	-6.0510171	-11.1718464	-3.32	-6.36	-3.78	-5.87	-5.05	-5.5529865888888885
SH3GL3	3.9198657	12.3823736	3.5315574	6.9747464	5.37	1.45	3.94	3.58	1.12e+01	5.8165047888888886
CAD	3.9197642	7.3431301	1.5691741	3.8207367	3.36	7.56e-01	4.59	1.11	6.53	3.6665338999999997
MYOZ3	-3.919273	NA	6.3799689	2.9621875	-1.19	2.17	9.47e-01	1.75	-7.15e-01	1.048110425
SEPP1	-3.9192573	-10.5177595	-6.6496375	-10.0605056	-5.20	-4.33	-5.80	-5.54	-8.45	-6.718573322222222
SNORA37	3.9184472	NA	1.8285334	1.6109047	1.09	3.48	2.46e-02	5.95	1.11	2.3765606625
FUT1	3.9183289	17.125668	10.0966089	16.8170546	1.05e+01	-1.28	6.04	5.05e-01	1.44e+01	8.680295600000001
PHYHIP	-3.9181689	-14.4430678	-8.4209937	-13.4935979	-5.91	-8.71	-9.88	-1.08e+01	-1.27e+01	-9.808425366666667
ERBB4	3.9170908	-20.2949873	-7.1468015	-7.9631913	-7.74	-2.55	-2.83	-7.17	-1.77e+01	-7.719765477777778
FASTKD2	3.9168691	14.3566008	4.9587215	11.8149111	8.38	3.11	3.60	6.02	1.28e+01	7.661900277777779
PLTP	3.916387	3.9661888	0.4805566	4.7136083	5.50e-01	-6.94e-01	2.60	5.80e-01	3.71	2.2025267444444445
BIRC7	-3.9152365	-0.7017588	-1.9284065	2.1434144	-7.50e-01	-4.89e-01	9.05e-01	-2.19	-2.54	-1.0517763777777778
ARPP19	3.9150541	4.7876648	5.7944343	4.5985827	2.63	2.93	-2.95	2.24	4.26	3.1339706555555558
ANAPC5	-3.914594	-11.4255983	-4.1625684	-13.0086742	-1.52	1.36e-01	4.38	2.71	-1.01e+01	-4.100603877777778
CCDC82	-3.9138371	-6.4728653	-4.4732747	-8.1024758	-1.85	-3.43	-2.20	-5.43	-4.86	-4.5258281
C1orf210	3.9137198	6.4704377	2.260408	0.5485276	-1.53	4.74e-02	8.06e-01	9.84e-01	5.86	2.1511659000000005
EBF4	3.9128032	0.1776135	-1.679383	3.8601209	2.87e-01	-1.94	-1.66	-1.98	2.91e-01	0.1410171777777776
MSL3	3.9126345	2.1165194	4.9597046	12.7408579	3.67	2.07	1.07e+01	3.24	1.18	4.954412933333334
ANKRA2	-3.9125513	-2.6114607	-4.4595259	-3.8220066	-1.55	-1.59	-5.01e-01	-2.32e-01	-1.61	-2.2542827222222224
ABCB4	-3.9125209	-5.7960311	-4.5000247	-4.232954	-3.26	1.74	3.08e-01	-5.45e-01	-4.98	-2.7976145222222226
IFNAR2	-3.912487	5.1441625	5.6382608	5.6044852	8.67e-01	3.85	3.26	4.92	4.72	3.343491277777778
LINC01091	3.9108745	-9.9342445	-3.6864818	-7.6777744	-5.11	-6.01	-5.48e-01	-8.01	-9.14	-5.133958466666666
CRABP1	-3.9105331	-8.541903	-6.4418568	-4.7188732	-2.79	-3.89	-3.45e-01	-5.11	-8.11	-4.873129566666666
MAP4	3.9105129	-10.313629	-10.4897618	-16.7929388	5.88	1.74	-5.34	1.73	-8.42	-4.232868522222223
MYH10	-3.9103491	-10.0690996	-5.6923849	-13.6945049	-5.05	-4.52	-7.41	-6.72	-8.44	-7.278482055555553
TRPV6	3.9094697	-7.506767	-7.6589685	-4.6806554	-4.82	-5.89	-6.46	-6.57	-7.93	-5.289657911111111
SP110	3.9084597	15.6624625	6.8732861	14.64104	1.09e+01	4.17	5.24	7.64	1.46e+01	9.292805366666666
ST7L	-3.9083133	-13.4570167	-9.1454047	-5.8013515	-9.24	-3.81	-5.81	-3.76	-1.11e+01	-7.336898466666668
VPS13D	3.9079596	-10.9845387	-10.8245186	-16.1630739	-7.65	-4.58	-7.80	-3.40	-8.66	-7.350463511111111
PTPRT	-3.9077863	-3.2110107	-3.0617967	-3.1487946	-6.72	4.68e-01	-1.51	-1.90e-01	-4.07	-2.8168209222222225
SMIM11A	-3.9076925	-16.208448	-8.7869578	-10.7528608	-6.08	-9.67e-01	-3.95	1.70e-01	-1.34e+01	-7.098106566666667
RFK	3.9073289	9.449419	3.5719323	10.1023764	3.88	2.54	1.79	2.97	7.55	5.084561844444444
HEBP1	-3.9072091	-13.6941235	-6.3238386	-17.0838876	-1.06e+01	-3.90	-5.32	-5.77	-1.13e+01	-8.655450977777779
SLC6A8	3.9066649	7.727103	3.9951994	5.688971	7.33	4.17e-01	-3.04	-2.13	6.19	3.342770922222223
MTCL1	3.9064935	12.202209	8.0328592	8.949929	9.16	3.76	6.51	4.27	1.06e+01	7.48794341111111
PRKCA	-3.9063722	-12.1179703	5.3678196	-9.0973699	-3.94	1.05	-3.46	-6.24e-01	-1.13e+01	-4.225321422222223
SNRPD3	3.9060585	7.1094994	8.4372714	18.3809833	7.34	8.80e-01	7.71	1.78	6.63	6.908201400000001
GRK2	3.9060425	2.5630739	4.4728505	6.9853383	3.59	NA	5.61	NA	2.51	4.233900742857143
GEM	3.9057984	-1.0416221	-0.0376178	-3.5300398	-2.10	-2.96e-01	-4.43	-2.34	-5.38e-01	-1.156386811111111
TTC32	3.9049698	-3.1739949	-4.8615794	-3.8367814	-4.04	-4.08	-1.46	-3.04	-1.93	-2.501931766666667
CD9	3.9041504	-10.2434986	-2.6293858	-7.8848151	-3.85	8.78e-01	-5.86	2.67e-01	-9.56	-3.8865054555555556
TMEM9B	-3.9038685	6.7309415	7.2921548	10.5207235	3.80	3.65	4.48	5.32	5.55	4.826661255555555
CAPZB	3.9037054	-2.2236114	5.1131419	1.3137652	3.24	4.85e-01	3.17	3.76e-01	2.24	1.9575556777777778
GIMAP5	3.9034526	NA	0.6241901	7.317769	3.78e-01	NA	7.26e-02	NA	-8.49e-01	1.9078352833333332
MCM9	3.903259	8.1824262	5.0804646	4.6539784	3.36	-1.27	1.80	-4.06	7.70	3.2611253555555555
TMEM248	3.9032467	-11.3607341	5.6577098	-14.7251504	-6.27	-5.10	-6.87	-4.84	-9.09	-5.410547555555556
NFASC	3.9004041	17.1456493	7.6835256	14.4655308	1.05e+01	2.42	4.38	4.12	1.60e+01	8.957234422222221
ARHGEF39	3.9000903	8.5040034	0.8881447	4.7570869	5.54	-1.50e-01	1.48	1.69	7.68	3.8099250333333337
ARFGAP2	-3.8988888	-0.7656728	-2.3559298	4.7259109	-1.91e-01	-7.06e-01	1.10	1.37	8.98e-01	0.019602166666666674
STT3B	-3.8982389	-1.1148381	3.9300057	2.6818164	2.11	4.24	-4.88e-01	4.44	-5.88e-01	1.256971677777778
SPATA2L	3.8974183	2.9759761	-4.1390462	1.7901869	-1.37	2.90	-2.55	2.42	2.65	0.9527261222222223
SLC6A6	3.8971362	-5.0782252	5.5165601	6.6079144	3.86	-1.12	-3.05	-1.22	-4.01	0.6003761666666665
DPP10	3.8961087	NA	-2.0961401	-0.9443554	-2.19	5.28e-01	6.12e-01	8.25e-01	-1.81	-0.14742335
IRF8	3.8959304	9.1103445	8.8882658	18.1176621	6.81	3.76	7.06	5.88	8.76	8.031355866666667
ADGRG3	3.8958347	NA	0.7600051	5.2579326	1.23	2.36	-1.02	-1.87e-01	1.30	1.69959655
TCF4	-3.8957183	-12.5558858	-7.7187037	-13.7490171	-4.24	-5.83	-6.47	-7.88	-1.09e+01	-8.137702766666667
CTNNB1	3.895593	-7.9405246	5.8423772	-8.3492048	3.06	-1.11	-5.99	-1.85	-7.07	-2.1679732444444446
URB2	3.8955848	5.8978384	5.5979235	5.0635185	4.74	2.95	1.81	2.71	3.85	4.057207244444445
PRRG4	3.8953227	10.5560073	9.5957035	20.0770624	6.52	9.18	7.96	1.08e+01	9.29	9.763788433333332
FBP2	-3.8945671	NA	-2.0387635	-1.1644016	-2.47	-7.74e-02	6.03e-01	-1.60	-1.18	-1.477766525
TTC27	-3.8942451	6.5778915	-1.6164599	4.5287769	3.68	1.88	-3.35	2.45	6.17	1.8251070444444446
PSMD10	3.8916538	4.1296992	4.5842445	6.1053111	2.39	2.83	3.45	3.84	3.80	3.891212066666666
IL2RA	3.891514	NA	6.8546678	9.9134659	5.70	3.34	2.51	3.31	-4.58e-01	4.3827059625
C12orf60	3.8913985	1.1355711	-3.8132866	4.087275	-2.26	-2.03	1.79	-9.91e-01	1.76e-01	0.220662
TAGAP	3.8907188	5.9198696	4.7909742	5.3534682	3.29	2.85	4.82	5.62e-01	5.28	4.0841145333333335
NRXN3	-3.8900423	-15.8413733	-8.4574557	-14.0291578	-7.44	-4.87	-4.02	-5.04	-1.46e+01	-8.687558788888888
FAM212A	-3.889952	4.3009268	-1.9001524	3.8090994	1.10	1.89e-01	3.71	1.92	4.71	1.5498802
BBS9	3.8894807	-1.2076263	-6.4794078	-7.3984717	4.16	-4.34	-6.42	-3.28	-2.66	-2.6373361222222225
OAZ2	3.8892506	-8.2209151	3.3710834	-6.2446939	2.43	9.09e-01	2.05	1.93	-7.07	-0.7729194444444444
VMP1	3.889198	15.0928654	10.3252018	15.9535279	4.63	5.99	2.16	7.31	1.35e+01	8.761199233333334
IRF2BPL	-3.8891813	-5.2760779	-3.0961889	-5.6410654	-1.52	-1.89	-5.07	1.53	-4.72	-3.285834833333333
ZNF311	-3.8890534	-0.2583143	-3.538799	-4.4235706	-1.95	2.18	-8.00e-02	-1.06e-01	-9.58e-01	-1.447081922222222
DDX20	3.8890455	5.4877652	-2.1036129	3.1068272	2.18	3.12	2.99	3.15	4.82	2.960002777777778
VEGFB	3.8885646	-3.7340493	-6.2643028	-9.6088995	-5.75	-2.83	-2.28	-1.86	-3.50	-3.548743
PPP1R13L	3.8882515	-2.867769	-6.6561416	-8.2900077	-2.60	-3.22	-3.44	-1.94	-2.16	-3.0317407555555556
IFT43	-3.8876297	-2.6277669	5.0155297	8.9021687	2.55	9.16e-01	2.34	2.15	-2.19	1.4631446444444447
DDX3X	3.8859467	8.7418094	8.7098463	9.386022	1.00e+01	5.51	3.12	4.28	8.27	6.878180488888889
ZNF33B	3.8859072	-8.0211554	-8.9981582	-8.1785368	-6.88	-3.32	-5.72	-5.39	-7.96	-5.620215911111112
CCDC59	-3.885659	6.7288248	-2.0126152	2.7479654	4.99	-1.44	-1.39	1.64	6.41	1.5320573333333334
TMEM266	-3.8856223	-5.0947727	-6.7557037	-3.7434261	-4.04	-4.21e-02	5.67e-01	-7.99e-01	-4.96	-3.1948472
DRD4	-3.8849973	NA	-1.8738707	5.2831989	0.00	3.36e-01	6.10e-01	-2.13	4.94e-01	-0.1457086374999999
DCPS	3.8839007	1.8160085	4.1478112	5.0882546	2.92	-2.96	2.10	-1.35	1.58	1.9139972222222223
ABCC3	-3.8828426	-10.0042099	-9.300974	-12.9021506	-6.57	-6.63	-1.51	-5.69	-9.45	-7.326686344444444
FZD4	-3.8828402	-11.9962285	-5.8487607	-9.4943181	-7.07	-3.90	-4.91	-6.33	-1.01e+01	-7.0591275
INO80E	3.8820472	0.2500084	-3.6776665	0.4102291	-2.24	-9.26e-01	9.42e-02	1.27	3.33e-01	-0.06713131111111115
ZNF117	-3.8820292	-3.5567685	0.9091823	-8.6967217	-1.08	NA	-3.49	NA	-3.40	-3.313762442857143
CLINT1	3.880805	6.2489141	6.3959786	7.2231506	7.57	2.65	3.50	4.78	5.97	5.357649811111112
CD93	-3.8807464	0.705408	1.8207543	-1.030215	-5.31e-01	2.41	-3.54	6.27e-01	-5.19e-01	-0.4375332333333334
PARP4	-3.8804489	4.6895468	2.9294435	2.087195	2.79	2.02	6.75	4.34	4.67	2.9328595999999996
ADGRL3	-3.8801816	-13.8740452	-3.4837233	-12.6754275	-6.42	-9.48	-6.47	-6.18	-1.20e+01	-8.273708622222223
FOXD2	-3.8798287	NA	-2.7140096	3.3785215	-2.28	4.07e-01	2.47	-4.18e-01	-4.31e-01	-0.4334145999999999
TCAIM	3.8794748	8.4044657	4.8411684	11.2665037	2.43	8.92e-01	4.00	2.80	7.34	5.094845844444445
CSTB	3.8792967	13.0030641	10.1085586	14.5079069	6.12	5.82	8.83	5.27	1.14e+01	8.7709807
ERP44	3.8789163	-11.5932172	6.4919127	22.3176333	-4.87	4.14	6.77	6.18	-1.06e+01	2.523916122222222
CHMP2A	3.8784685	-0.2797155	-1.5780787	6.267248	8.10e-01	-1.78	3.67	1.92	2.35e-01	1.4603247000000001
RPS6KA2	3.8783885	-3.1791213	2.131714	-5.7819412	1.46	-8.59e-01	3.92	1.03	-3.01	-0.0455511111111111
TMEM67	-3.8781631	-6.3317404	-4.1602312	-5.5452691	-3.53	-6.66e-01	3.43	-2.35	-6.78	-3.3123782000000004
TCEAL3	-3.8778086	-13.03334	-10.3110231	-17.818144	-5.24	-4.23	-6.26	-5.02	-1.23e+01	-8.676701744444445
HIPK1	3.8755573	-6.31739	2.1390915	-6.9745115	2.95	-5.54	-3.78	-4.42	-4.19	-2.4730280777777778
CUL4A	3.8754758	8.9232125	2.350755	-8.3013266	5.35	1.21	4.32	-2.48	8.16	2.6009018555555556
TMLHE	-3.875305	4.5000818	-3.2198166	-2.5026841	-5.08	-4.59	-3.64	-2.25	3.72	-1.8819693222222225
PLA2G4A	-3.8745109	0.4316465	0.6347607	-1.3723953	-1.14	-8.87e-01	-2.15	-1.95	4.07e-01	-1.1000554444444444
TNS3	-3.874242	-5.2696625	-4.825404	-6.7094706	-4.48	-4.47	-1.97	-3.99	-4.36	-4.438753233333333
HDAC2	3.8730762	3.7281445	6.0387954	8.1078234	1.65	5.00	-1.39	6.71	3.04	4.084204388888889
TMUB2	3.8712701	0.2546297	-4.794087	2.2970317	-6.69e-02	-2.13	-2.68	-1.66	6.68e-01	-0.47111727777777784
DFNB59	-3.8707502	-0.4356598	-4.3973077	-5.2962541	-1.21	-1.18	-1.27	-1.54e-01	-1.06e-01	-1.9911079777777776
CYB5R3	3.8698632	-10.1157941	-10.0244071	-17.238689	-9.18	-5.18	-7.35	-1.03e+01	-9.39	-8.323225222222224
HNRNPH1	3.8697988	-5.8720535	4.6002434	-4.8088217	1.67	2.97	-3.75	1.94	-4.77	-0.4612036666666666
LIPC	-3.869768	-1.8759223	-4.5216138	-4.1644736	-1.89	-1.14	1.37	-2.60e-01	-2.11	-2.0513086333333335
KRT8	-3.8684627	-5.2477968	-3.2459117	-5.9613038	-3.04	-8.89e-01	-4.35	-3.29	-5.60	-3.943608333333333
SYNJ1	3.8677148	3.2660512	3.6328062	-3.0732715	5.62	7.93e-02	-1.35	9.12e-01	3.35	1.8116223000000002
C4orf33	3.8673664	6.9493599	2.7222808	3.5545109	1.42	1.94	5.95	2.76	6.41	3.9526131111111105
ZNF41	3.8664092	0.4682134	2.5862631	-1.429413	8.16e-01	6.80e-01	-1.35	1.21	1.73	0.9530525222222221
PLCB2	3.8663139	NA	4.0826924	4.6767659	2.69	1.02	7.91e-01	4.77e-02	2.04	2.401809025
THRA	-3.8659019	-9.4471222	-10.1453408	-11.4151326	-9.74	-1.02e+01	-5.38	-1.34e+01	-9.05	-9.182610833333333
NAA16	3.8635224	-5.4626652	-3.587934	-7.8116487	2.78	-4.13	-5.19	-2.86	-4.10	-2.9443028333333334
